Row ID,Order ID,Order Date,Ship Date,Customer Name,Ship Mode,Segment,Country,City,State,Postal Code,Region,Category,Sub-Category,Sales,Quantity,Discount,Profit
170,US-2023-100279,03-10-2023,3/14/2023,Scott Williamson,Standard Class,Consumer,United States,San Antonio,Texas,78207,Central,Office Supplies,Appliances,177.98,5,0.8,-453.849
171,US-2023-140116,03-10-2023,3/17/2023,Kean Thornton,Standard Class,Consumer,United States,San Antonio,Texas,78207,Central,Technology,Phones,143.976,3,0.2,8.9985
172,US-2023-166884,03-11-2023,3/16/2023,Chloris Kastensmidt,Standard Class,Consumer,United States,Los Angeles,California,90004,West,Office Supplies,Paper,20.94,3,0.0,9.8418
173,US-2023-114790,03-11-2023,3/13/2023,Filia McAdams,Standard Class,Consumer,United States,Los Angeles,California,90004,West,Office Supplies,Paper,110.96,2,0.0,53.2608
174,US-2023-103338,03-11-2023,3/15/2023,Richard Bierner,Standard Class,Consumer,United States,Los Angeles,California,90004,West,Furniture,Chairs,340.144,7,0.2,21.259
175,US-2023-166884,03-11-2023,3/16/2023,Chloris Kastensmidt,Standard Class,Corporate,United States,Chicago,Illinois,60623,Central,Office Supplies,Appliances,52.448,2,0.8,-131.12
176,US-2023-114790,03-11-2023,3/13/2023,Filia McAdams,Standard Class,Corporate,United States,Chicago,Illinois,60623,Central,Office Supplies,Labels,20.16,4,0.2,6.552
177,US-2023-158337,03-11-2023,3/14/2023,Kelly Andreada,Second Class,Consumer,United States,Houston,Texas,77036,Central,Office Supplies,Appliances,97.264,4,0.8,-243.16
178,US-2023-114790,03-11-2023,3/13/2023,Filia McAdams,Second Class,Consumer,United States,Newark,Ohio,43055,East,Furniture,Chairs,396.802,7,0.3,-11.3372
179,US-2023-114790,03-11-2023,3/13/2023,Filia McAdams,Second Class,Consumer,United States,Newark,Ohio,43055,East,Office Supplies,Supplies,15.88,5,0.2,-3.7715
180,CA-2023-139675,3/13/2023,3/18/2023,Nicole Fjeld,Standard Class,Home Office,United States,New York City,New York,10009,East,Office Supplies,Art,3.28,1,0.0,1.4104
181,CA-2023-139675,3/13/2023,3/18/2023,Nicole Fjeld,Second Class,Corporate,United States,Decatur,Illinois,62521,Central,Office Supplies,Storage,24.816,2,0.2,1.8612
182,US-2023-125521,3/14/2023,3/19/2023,Christine Kargatis,Second Class,Corporate,United States,Decatur,Illinois,62521,Central,Technology,Accessories,408.744,7,0.2,76.6395
183,US-2023-157623,3/14/2023,3/18/2023,Dean Katz,Second Class,Home Office,United States,Monroe,Louisiana,71203,South,Technology,Phones,503.96,4,0.0,131.0296
184,US-2023-114510,3/14/2023,3/19/2023,Jason Fortune-,Second Class,Home Office,United States,Monroe,Louisiana,71203,South,Technology,Phones,149.95,5,0.0,41.986
185,US-2023-114510,3/14/2023,3/19/2023,Jason Fortune-,Second Class,Home Office,United States,Monroe,Louisiana,71203,South,Technology,Accessories,29.0,2,0.0,7.25
186,US-2023-100293,3/14/2023,3/18/2023,Neil Französisch,Standard Class,Consumer,United States,Fairfield,Connecticut,6824,East,Office Supplies,Binders,7.16,2,0.0,3.4368
187,US-2023-157623,3/14/2023,3/18/2023,Dean Katz,Standard Class,Home Office,United States,Los Angeles,California,90032,West,Technology,Accessories,176.8,8,0.0,22.984
188,US-2023-152618,3/14/2023,3/17/2023,Rick Bensley,Standard Class,Corporate,United States,Grand Prairie,Texas,75051,Central,Office Supplies,Storage,37.224,3,0.2,3.7224
189,US-2023-114510,3/14/2023,3/19/2023,Jason Fortune-,Standard Class,Corporate,United States,Grand Prairie,Texas,75051,Central,Office Supplies,Paper,20.016,3,0.2,6.255
190,US-2023-114510,3/14/2023,3/19/2023,Jason Fortune-,First Class,Home Office,United States,New York City,New York,10035,East,Furniture,Bookcases,899.136,4,0.2,112.392
191,US-2023-114510,3/14/2023,3/19/2023,Jason Fortune-,First Class,Home Office,United States,New York City,New York,10035,East,Technology,Phones,71.76,6,0.0,20.0928
192,US-2023-152618,3/14/2023,3/17/2023,Rick Bensley,First Class,Home Office,United States,New York City,New York,10035,East,Office Supplies,Paper,51.84,8,0.0,24.8832
193,US-2023-149958,3/15/2023,3/19/2023,Alan Shonely,First Class,Home Office,United States,New York City,New York,10035,East,Furniture,Bookcases,626.352,3,0.2,46.9764
194,US-2023-149958,3/15/2023,3/19/2023,Alan Shonely,First Class,Home Office,United States,New York City,New York,10035,East,Office Supplies,Art,19.9,5,0.0,6.567
195,US-2023-149958,3/15/2023,3/19/2023,Alan Shonely,Standard Class,Corporate,United States,Redlands,California,92374,West,Office Supplies,Envelopes,14.28,7,0.0,6.7116
196,US-2023-149958,3/15/2023,3/19/2023,Alan Shonely,Standard Class,Consumer,United States,Hamilton,Ohio,45011,East,Office Supplies,Art,7.408,2,0.2,1.2038
197,US-2023-149958,3/15/2023,3/19/2023,Alan Shonely,Standard Class,Consumer,United States,Hamilton,Ohio,45011,East,Office Supplies,Art,6.048,3,0.2,1.5876
198,US-2023-157609,3/16/2023,2023-21-3,Kristina Nunn,Standard Class,Home Office,United States,Westfield,New Jersey,7090,East,Office Supplies,Storage,46.26,3,0.0,12.0276
199,US-2023-148838,3/17/2023,2023-21-3,Christine Phan,Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19120,East,Office Supplies,Binders,2.946,2,0.7,-2.2586
200,US-2023-148838,3/17/2023,2023-21-3,Christine Phan,Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19120,East,Office Supplies,Paper,16.056,3,0.2,5.8203
201,US-2023-148838,3/17/2023,2023-21-3,Christine Phan,Standard Class,Consumer,United States,Akron,Ohio,44312,East,Office Supplies,Paper,21.744,3,0.2,6.795
202,US-2023-118339,3/17/2023,3/24/2023,Bradley Nguyen,First Class,Consumer,United States,Denver,Colorado,80219,West,Furniture,Tables,218.75,2,0.5,-161.875
203,US-2023-164763,3/17/2023,2023-21-3,Mark Haberlin,First Class,Consumer,United States,Denver,Colorado,80219,West,Office Supplies,Appliances,2.6,1,0.2,0.2925
204,US-2023-158442,3/17/2023,3/17/2023,Annie Zypern,Second Class,Consumer,United States,Dallas,Texas,75220,Central,Office Supplies,Appliances,66.284,2,0.8,-178.9668
205,US-2023-118339,3/17/2023,3/24/2023,Bradley Nguyen,Standard Class,Corporate,United States,Franklin,Tennessee,37064,South,Furniture,Furnishings,35.168,7,0.2,9.6712
206,US-2023-118339,3/17/2023,3/24/2023,Bradley Nguyen,Standard Class,Consumer,United States,Whittier,California,90604,West,Technology,Phones,444.768,4,0.2,44.4768
207,US-2023-164763,3/17/2023,2023-21-3,Mark Haberlin,Standard Class,Consumer,United States,Saginaw,Michigan,48601,Central,Office Supplies,Storage,83.92,4,0.0,5.8744
208,US-2023-164763,3/17/2023,2023-21-3,Mark Haberlin,Standard Class,Consumer,United States,Saginaw,Michigan,48601,Central,Technology,Phones,131.98,2,0.0,35.6346
209,US-2023-118339,3/17/2023,3/24/2023,Bradley Nguyen,Standard Class,Consumer,United States,Saginaw,Michigan,48601,Central,Office Supplies,Binders,15.92,4,0.0,7.4824
210,US-2023-118339,3/17/2023,3/24/2023,Bradley Nguyen,Standard Class,Consumer,United States,Saginaw,Michigan,48601,Central,Office Supplies,Fasteners,52.29,9,0.0,16.2099
211,US-2023-148838,3/17/2023,2023-21-3,Christine Phan,Standard Class,Consumer,United States,Saginaw,Michigan,48601,Central,Office Supplies,Storage,91.99,1,0.0,3.6796
212,US-2023-158442,3/17/2023,3/17/2023,Annie Zypern,Second Class,Corporate,United States,Dallas,Texas,75220,Central,Technology,Accessories,20.8,2,0.2,6.5
213,US-2023-158442,3/17/2023,3/17/2023,Annie Zypern,Standard Class,Corporate,United States,Medina,Ohio,44256,East,Office Supplies,Labels,23.68,2,0.2,8.88
214,US-2023-148838,3/17/2023,2023-21-3,Christine Phan,Standard Class,Corporate,United States,Medina,Ohio,44256,East,Furniture,Bookcases,452.45,5,0.5,-244.323
215,US-2023-164763,3/17/2023,2023-21-3,Mark Haberlin,Standard Class,Corporate,United States,Medina,Ohio,44256,East,Technology,Phones,62.982,3,0.4,-14.6958
216,US-2023-164763,3/17/2023,2023-21-3,Mark Haberlin,Standard Class,Corporate,United States,Medina,Ohio,44256,East,Technology,Machines,1188.0,9,0.7,-950.4
217,US-2023-127859,3/17/2023,3/20/2023,Quincy Jones,Standard Class,Corporate,United States,Medina,Ohio,44256,East,Technology,Accessories,89.584,2,0.2,4.4792
218,US-2023-111871,3/18/2023,2023-21-3,Eileen Kiefer,Standard Class,Consumer,United States,Los Angeles,California,90032,West,Office Supplies,Storage,93.06,6,0.0,26.0568
220,US-2023-145317,3/18/2023,3/23/2023,Sean Miller,First Class,Consumer,United States,Dublin,Ohio,43017,East,Office Supplies,Fasteners,5.584,2,0.2,1.8148
221,US-2023-131275,3/18/2023,3/24/2023,Sample Company A,First Class,Consumer,United States,Dublin,Ohio,43017,East,Office Supplies,Paper,22.704,6,0.2,8.2302
222,US-2023-145317,3/18/2023,3/23/2023,Sean Miller,First Class,Consumer,United States,Dublin,Ohio,43017,East,Office Supplies,Binders,19.776,4,0.7,-13.8432
223,US-2023-145317,3/18/2023,3/23/2023,Sean Miller,First Class,Consumer,United States,Dublin,Ohio,43017,East,Furniture,Furnishings,72.704,4,0.2,19.0848
224,US-2023-145317,3/18/2023,3/23/2023,Sean Miller,First Class,Consumer,United States,Dublin,Ohio,43017,East,Technology,Machines,479.988,4,0.7,-383.9904
225,US-2023-131275,3/18/2023,3/24/2023,Sample Company A,First Class,Consumer,United States,Dublin,Ohio,43017,East,Office Supplies,Art,27.168,2,0.2,2.7168
226,US-2023-131275,3/18/2023,3/24/2023,Sample Company A,Standard Class,Corporate,United States,Detroit,Michigan,48227,Central,Office Supplies,Art,2.2,1,0.0,0.968
227,US-2023-145317,3/18/2023,3/23/2023,Sean Miller,Standard Class,Corporate,United States,Detroit,Michigan,48227,Central,Furniture,Tables,622.45,5,0.0,136.939
228,US-2023-145317,3/18/2023,3/23/2023,Sean Miller,Standard Class,Corporate,United States,Detroit,Michigan,48227,Central,Office Supplies,Storage,21.98,1,0.0,0.2198
229,US-2023-103989,3/19/2023,2023-21-3,Matt Connell,Standard Class,Consumer,United States,Columbia,Tennessee,38401,South,Furniture,Chairs,161.568,2,0.2,-28.2744
230,US-2023-103989,3/19/2023,2023-21-3,Matt Connell,Standard Class,Consumer,United States,Columbia,Tennessee,38401,South,Furniture,Chairs,389.696,8,0.2,43.8408
231,US-2023-103989,3/19/2023,2023-21-3,Matt Connell,Standard Class,Corporate,United States,Charlotte,North Carolina,28205,South,Office Supplies,Binders,18.648,7,0.7,-12.432
232,US-2023-103989,3/19/2023,2023-21-3,Matt Connell,Standard Class,Home Office,United States,Tampa,Florida,33614,South,Furniture,Tables,233.86,2,0.45,-102.048
233,US-2023-103989,3/19/2023,2023-21-3,Matt Connell,Standard Class,Home Office,United States,Tampa,Florida,33614,South,Furniture,Tables,620.6145,3,0.45,-248.2458
234,US-2023-103989,3/19/2023,2023-21-3,Matt Connell,Standard Class,Home Office,United States,Tampa,Florida,33614,South,Office Supplies,Binders,5.328,2,0.7,-3.552
235,US-2023-103989,3/19/2023,2023-21-3,Matt Connell,Standard Class,Home Office,United States,Tampa,Florida,33614,South,Furniture,Furnishings,258.072,3,0.2,0.0
236,US-2023-155544,2023-21-3,3/25/2023,Gary McGarr,Standard Class,Home Office,United States,Tampa,Florida,33614,South,Technology,Accessories,617.976,3,0.2,-7.7247
237,US-2023-155544,2023-21-3,3/25/2023,Gary McGarr,Standard Class,Corporate,United States,Santa Clara,California,95051,West,Office Supplies,Paper,10.56,2,0.0,4.752
238,US-2023-163223,2023-21-3,3/25/2023,Kristen Hastings,Second Class,Consumer,United States,Chicago,Illinois,60610,Central,Office Supplies,Paper,25.92,5,0.2,9.396
239,US-2023-140004,2023-21-3,3/25/2023,Cassandra Brandow,Second Class,Consumer,United States,Chicago,Illinois,60610,Central,Furniture,Furnishings,419.68,5,0.6,-356.728
240,US-2023-140004,2023-21-3,3/25/2023,Cassandra Brandow,Second Class,Consumer,United States,Chicago,Illinois,60610,Central,Furniture,Furnishings,11.688,3,0.6,-4.6752
241,US-2023-163223,2023-21-3,3/25/2023,Kristen Hastings,Second Class,Consumer,United States,Chicago,Illinois,60610,Central,Technology,Phones,31.984,2,0.2,11.1944
242,US-2023-163223,2023-21-3,3/25/2023,Kristen Hastings,Second Class,Consumer,United States,Chicago,Illinois,60610,Central,Furniture,Tables,177.225,5,0.5,-120.513
243,US-2023-155544,2023-21-3,3/25/2023,Gary McGarr,Second Class,Consumer,United States,Chicago,Illinois,60610,Central,Furniture,Furnishings,4.044,3,0.6,-2.8308
244,US-2023-163223,2023-21-3,3/25/2023,Kristen Hastings,Second Class,Consumer,United States,Chicago,Illinois,60610,Central,Office Supplies,Art,7.408,2,0.2,1.2038
245,US-2023-107405,2023-21-3,3/25/2023,Thomas Seio,Second Class,Home Office,United States,Lakeville,Minnesota,55044,Central,Furniture,Chairs,2001.86,7,0.0,580.5394
246,US-2023-163223,2023-21-3,3/25/2023,Kristen Hastings,Second Class,Home Office,United States,Lakeville,Minnesota,55044,Central,Office Supplies,Storage,166.72,2,0.0,41.68
247,US-2023-148040,3/22/2023,3/26/2023,Beth Fritzler,Second Class,Home Office,United States,Lakeville,Minnesota,55044,Central,Office Supplies,Paper,47.88,6,0.0,23.94
248,US-2023-129609,3/22/2023,3/22/2023,Vivian Mathis,Second Class,Home Office,United States,Lakeville,Minnesota,55044,Central,Office Supplies,Appliances,1503.25,5,0.0,496.0725
249,US-2023-158057,3/22/2023,3/26/2023,Craig Carroll,Second Class,Home Office,United States,Lakeville,Minnesota,55044,Central,Office Supplies,Paper,25.92,4,0.0,12.4416
250,US-2023-158057,3/22/2023,3/26/2023,Craig Carroll,Second Class,Consumer,United States,San Francisco,California,94109,West,Furniture,Chairs,321.568,2,0.2,28.1372
251,US-2023-148040,3/22/2023,3/26/2023,Beth Fritzler,Standard Class,Consumer,United States,San Diego,California,92037,West,Office Supplies,Paper,7.61,1,0.0,3.5767
252,US-2023-164749,3/23/2023,3/26/2023,Bruce Geld,Standard Class,Consumer,United States,San Diego,California,92037,West,Technology,Accessories,3347.37,13,0.0,636.0003
253,US-2023-120838,3/23/2023,3/26/2023,Patrick O'Donnell,First Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Storage,80.58,6,0.0,22.5624
254,US-2023-120838,3/23/2023,3/26/2023,Patrick O'Donnell,First Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Envelopes,361.92,4,0.0,162.864
255,US-2023-143637,3/24/2023,3/29/2023,Maurice Satty,Standard Class,Corporate,United States,Chicago,Illinois,60623,Central,Furniture,Furnishings,12.132,9,0.6,-8.4924
256,US-2023-147235,3/24/2023,3/28/2023,Carlos Daly,Standard Class,Corporate,United States,Chicago,Illinois,60623,Central,Office Supplies,Storage,82.368,2,0.2,-19.5624
257,US-2023-148586,3/25/2023,04-01-2023,Annie Zypern,Standard Class,Corporate,United States,Chicago,Illinois,60623,Central,Office Supplies,Storage,53.92,5,0.2,4.044
258,US-2023-128237,3/25/2023,3/30/2023,Christina Anderson,Standard Class,Corporate,United States,Chicago,Illinois,60623,Central,Technology,Phones,647.904,6,0.2,56.6916
259,US-2023-128237,3/25/2023,3/30/2023,Christina Anderson,Second Class,Consumer,United States,New York City,New York,10009,East,Technology,Accessories,20.37,3,0.0,6.9258
260,US-2023-128237,3/25/2023,3/30/2023,Christina Anderson,Second Class,Consumer,United States,New York City,New York,10009,East,Office Supplies,Storage,221.55,3,0.0,6.6465
261,US-2023-128237,3/25/2023,3/30/2023,Christina Anderson,Second Class,Consumer,United States,New York City,New York,10009,East,Office Supplies,Binders,17.52,5,0.2,6.132
262,US-2023-141838,3/26/2023,3/31/2023,Damala Kotsonis,Standard Class,Corporate,United States,Pasadena,Texas,77506,Central,Office Supplies,Appliances,1.624,2,0.8,-4.466
263,US-2023-141838,3/26/2023,3/31/2023,Damala Kotsonis,Second Class,Corporate,United States,Houston,Texas,77036,Central,Technology,Machines,3059.982,3,0.4,-509.997
264,US-2023-100860,3/26/2023,3/30/2023,Cindy Stewart,Second Class,Corporate,United States,Houston,Texas,77036,Central,Technology,Machines,2519.958,7,0.4,-251.9958
265,US-2023-138436,3/26/2023,3/30/2023,Jonathan Doherty,Standard Class,Consumer,United States,Chicago,Illinois,60610,Central,Technology,Phones,328.224,4,0.2,28.7196
266,US-2023-141838,3/26/2023,3/31/2023,Damala Kotsonis,Standard Class,Consumer,United States,Brentwood,California,94513,West,Technology,Accessories,79.9,2,0.0,35.156
267,US-2023-117380,3/28/2023,04-03-2023,Mike Pelletier,Standard Class,Corporate,United States,Chapel Hill,North Carolina,27514,South,Office Supplies,Art,14.016,3,0.2,4.7304
268,US-2023-137869,3/28/2023,04-02-2023,Christina VanderZanden,Standard Class,Consumer,United States,Morristown,New Jersey,7960,East,Office Supplies,Fasteners,7.56,6,0.0,0.3024
269,US-2023-137869,3/28/2023,04-02-2023,Christina VanderZanden,Standard Class,Corporate,United States,Cincinnati,Ohio,45231,East,Office Supplies,Storage,37.208,1,0.2,-7.4416
270,US-2023-100881,3/28/2023,04-01-2023,Daniel Raglin,Standard Class,Corporate,United States,Cincinnati,Ohio,45231,East,Office Supplies,Envelopes,57.576,3,0.2,21.591
271,US-2023-137274,3/29/2023,04-02-2023,Mike Gockenbach,Second Class,Corporate,United States,San Francisco,California,94110,West,Office Supplies,Storage,725.84,4,0.0,210.4936
272,US-2023-131247,3/30/2023,04-04-2023,Guy Armstrong,First Class,Consumer,United States,San Francisco,California,94109,West,Technology,Accessories,209.93,7,0.0,92.3692
273,US-2023-162089,3/30/2023,04-01-2023,Mark Packer,First Class,Consumer,United States,San Francisco,California,94109,West,Furniture,Furnishings,5.28,3,0.0,2.3232
274,US-2023-105151,3/30/2023,3/31/2023,Susan Gilcrest,First Class,Consumer,United States,San Francisco,California,94109,West,Office Supplies,Binders,10.92,3,0.2,4.095
275,US-2023-169033,3/30/2023,04-03-2023,Kunst Miller,First Class,Corporate,United States,Inglewood,California,90301,West,Office Supplies,Paper,8.82,2,0.0,4.0572
276,US-2023-162089,3/30/2023,04-01-2023,Mark Packer,First Class,Corporate,United States,Inglewood,California,90301,West,Office Supplies,Art,5.98,1,0.0,1.5548
277,US-2023-133424,3/30/2023,04-04-2023,Dorris liebe,Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Paper,11.648,2,0.2,4.0768
278,US-2023-113124,3/30/2023,04-05-2023,Nat Carroll,Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Paper,18.176,4,0.2,5.9072
279,US-2023-133424,3/30/2023,04-04-2023,Dorris liebe,Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Storage,59.712,6,0.2,5.9712
280,US-2023-162089,3/30/2023,04-01-2023,Mark Packer,Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Labels,24.84,3,0.2,8.694
281,US-2023-130428,3/31/2023,3/31/2023,Trudy Glocke,Second Class,Consumer,United States,Houston,Texas,77070,Central,Office Supplies,Binders,2.08,5,0.8,-3.432
282,US-2023-128055,3/31/2023,04-05-2023,Alex Avila,Second Class,Consumer,United States,Houston,Texas,77070,Central,Technology,Phones,1114.4,7,0.2,376.11
283,US-2023-130428,3/31/2023,3/31/2023,Trudy Glocke,Standard Class,Consumer,United States,Los Angeles,California,90004,West,Furniture,Tables,1038.84,5,0.2,51.942
285,US-2023-130428,3/31/2023,3/31/2023,Trudy Glocke,Standard Class,Consumer,United States,Portland,Oregon,97206,West,Technology,Accessories,239.8,5,0.2,47.96
286,US-2023-104759,3/31/2023,04-04-2023,Dorothy Dickinson,Standard Class,Consumer,United States,Portland,Oregon,97206,West,Office Supplies,Paper,31.104,6,0.2,10.8864
287,US-2023-112403,3/31/2023,3/31/2023,Jas O'Carroll,Second Class,Corporate,United States,Tamarac,Florida,33319,South,Office Supplies,Binders,254.058,7,0.7,-169.372
288,US-2023-128055,3/31/2023,04-05-2023,Alex Avila,Second Class,Corporate,United States,Tamarac,Florida,33319,South,Office Supplies,Appliances,194.528,2,0.2,24.316
289,US-2023-104759,3/31/2023,04-04-2023,Dorothy Dickinson,Second Class,Corporate,United States,Tamarac,Florida,33319,South,Office Supplies,Supplies,961.48,5,0.2,-204.3145
290,US-2023-157021,04-01-2023,04-06-2023,Kunst Miller,Second Class,Home Office,United States,Columbus,Ohio,43229,East,Office Supplies,Fasteners,19.096,7,0.2,6.6836
291,US-2023-138359,04-01-2023,04-06-2023,Katharine Harms,Second Class,Home Office,United States,Columbus,Ohio,43229,East,Office Supplies,Labels,18.496,8,0.2,6.2424
292,US-2023-157021,04-01-2023,04-06-2023,Kunst Miller,Second Class,Home Office,United States,Columbus,Ohio,43229,East,Technology,Accessories,255.984,2,0.2,54.3966
293,US-2023-138359,04-01-2023,04-06-2023,Katharine Harms,Second Class,Home Office,United States,Columbus,Ohio,43229,East,Furniture,Bookcases,86.97,3,0.5,-48.7032
294,US-2023-160276,04-02-2023,04-08-2023,Anna Häberlin,First Class,Corporate,United States,Colorado Springs,Colorado,80906,West,Furniture,Furnishings,300.416,8,0.2,78.8592
295,US-2023-164315,04-02-2023,04-08-2023,Rob Dowd,First Class,Corporate,United States,Colorado Springs,Colorado,80906,West,Furniture,Chairs,230.352,3,0.2,20.1558
296,US-2023-157847,04-02-2023,04-06-2023,Sam Craven,First Class,Corporate,United States,Colorado Springs,Colorado,80906,West,Furniture,Furnishings,218.352,3,0.2,-24.5646
297,US-2023-157847,04-02-2023,04-06-2023,Sam Craven,First Class,Corporate,United States,Colorado Springs,Colorado,80906,West,Office Supplies,Binders,78.6,5,0.7,-62.88
298,US-2023-164315,04-02-2023,04-08-2023,Rob Dowd,First Class,Corporate,United States,Colorado Springs,Colorado,80906,West,Office Supplies,Fasteners,27.552,3,0.2,9.2988
299,US-2023-164315,04-02-2023,04-08-2023,Rob Dowd,Standard Class,Corporate,United States,Belleville,New Jersey,7109,East,Office Supplies,Paper,32.4,5,0.0,15.552
301,US-2023-112291,04-03-2023,04-08-2023,Katrina Edelman,Standard Class,Corporate,United States,Belleville,New Jersey,7109,East,Office Supplies,Paper,56.91,3,0.0,27.3168
302,US-2023-112291,04-03-2023,04-08-2023,Katrina Edelman,Standard Class,Corporate,United States,Belleville,New Jersey,7109,East,Furniture,Furnishings,77.6,4,0.0,38.024
303,US-2023-133228,04-04-2023,04-09-2023,Maurice Satty,Standard Class,Corporate,United States,Belleville,New Jersey,7109,East,Office Supplies,Binders,14.28,1,0.0,6.5688
304,US-2023-133228,04-04-2023,04-09-2023,Maurice Satty,Standard Class,Consumer,United States,Chicago,Illinois,60623,Central,Furniture,Tables,219.075,3,0.5,-131.445
305,US-2023-128685,04-04-2023,04-05-2023,Mary Zewe,Second Class,Corporate,United States,New York City,New York,10024,East,Furniture,Furnishings,26.8,2,0.0,12.864
306,US-2023-105172,04-04-2023,04-09-2023,Paul Knutson,Standard Class,Corporate,United States,Taylor,Michigan,48180,Central,Office Supplies,Art,9.84,3,0.0,2.8536
307,US-2023-149538,04-04-2023,04-08-2023,Ken Black,Standard Class,Home Office,United States,Lakewood,New Jersey,8701,East,Office Supplies,Binders,45.48,3,0.0,20.9208
308,US-2023-149538,04-04-2023,04-08-2023,Ken Black,Standard Class,Home Office,United States,Lakewood,New Jersey,8701,East,Office Supplies,Art,289.2,6,0.0,83.868
309,US-2023-149538,04-04-2023,04-08-2023,Ken Black,First Class,Consumer,United States,Arlington,Virginia,22204,South,Office Supplies,Art,4.89,1,0.0,2.0049
310,US-2023-149538,04-04-2023,04-08-2023,Ken Black,Second Class,Corporate,United States,Arvada,Colorado,80004,West,Furniture,Furnishings,15.136,4,0.2,3.5948
311,US-2023-102988,04-05-2023,04-09-2023,Greg Maxwell,Second Class,Corporate,United States,Arvada,Colorado,80004,West,Furniture,Chairs,466.768,2,0.2,52.5114
312,US-2023-149104,04-05-2023,04-07-2023,Ruben Dartt,Second Class,Corporate,United States,Arvada,Colorado,80004,West,Furniture,Furnishings,15.232,1,0.2,1.7136
313,US-2023-149104,04-05-2023,04-07-2023,Ruben Dartt,Second Class,Corporate,United States,Arvada,Colorado,80004,West,Office Supplies,Labels,6.264,3,0.2,2.0358
314,US-2023-102988,04-05-2023,04-09-2023,Greg Maxwell,Standard Class,Corporate,United States,Hackensack,New Jersey,7601,East,Furniture,Furnishings,87.54,3,0.0,37.6422
315,US-2023-157231,04-05-2023,04-09-2023,Roy Phan,Standard Class,Corporate,United States,Saint Petersburg,Florida,33710,South,Technology,Phones,178.384,2,0.2,22.298
316,US-2023-149104,04-05-2023,04-07-2023,Ruben Dartt,Standard Class,Corporate,United States,Saint Petersburg,Florida,33710,South,Office Supplies,Paper,15.552,3,0.2,5.4432
317,US-2023-102988,04-05-2023,04-09-2023,Greg Maxwell,First Class,Corporate,United States,Philadelphia,Pennsylvania,19143,East,Office Supplies,Art,99.136,4,0.2,8.6744
318,US-2023-113887,04-05-2023,04-07-2023,Tracy Hopkins,Standard Class,Home Office,United States,New York City,New York,10024,East,Furniture,Chairs,135.882,1,0.1,24.1568
319,US-2023-149104,04-05-2023,04-07-2023,Ruben Dartt,Standard Class,Home Office,United States,New York City,New York,10024,East,Technology,Machines,3991.98,2,0.0,1995.99
320,US-2023-151001,04-05-2023,04-07-2023,John Grady,Standard Class,Home Office,United States,New York City,New York,10024,East,Technology,Phones,275.94,6,0.0,80.0226
321,US-2023-151001,04-05-2023,04-07-2023,John Grady,Standard Class,Home Office,United States,New York City,New York,10024,East,Technology,Accessories,360.0,4,0.0,129.6
322,US-2023-102988,04-05-2023,04-09-2023,Greg Maxwell,Standard Class,Home Office,United States,New York City,New York,10024,East,Office Supplies,Storage,43.57,1,0.0,13.071
323,US-2023-102988,04-05-2023,04-09-2023,Greg Maxwell,Standard Class,Corporate,United States,Long Beach,California,90805,West,Office Supplies,Fasteners,7.16,2,0.0,3.58
324,US-2023-102652,04-06-2023,04-12-2023,Andy Yotov,Standard Class,Corporate,United States,Hesperia,California,92345,West,Office Supplies,Binders,251.52,6,0.2,81.744
325,US-2023-102652,04-06-2023,04-12-2023,Andy Yotov,Standard Class,Corporate,United States,Hesperia,California,92345,West,Technology,Accessories,99.99,1,0.0,34.9965
326,US-2023-169803,04-06-2023,04-12-2023,Scott Cohen,Second Class,Corporate,United States,Murfreesboro,Tennessee,37130,South,Furniture,Furnishings,15.992,1,0.2,0.9995
327,US-2023-118486,04-06-2023,04-08-2023,Shirley Daniels,First Class,Consumer,United States,Philadelphia,Pennsylvania,19143,East,Technology,Phones,290.898,3,0.4,-67.8762
328,US-2023-153808,04-06-2023,04-10-2023,Frank Hawley,First Class,Consumer,United States,Philadelphia,Pennsylvania,19143,East,Office Supplies,Storage,54.224,2,0.2,3.389
329,US-2023-153808,04-06-2023,04-10-2023,Frank Hawley,First Class,Consumer,United States,Philadelphia,Pennsylvania,19143,East,Furniture,Chairs,786.744,4,0.3,-258.5016
330,US-2023-136742,04-06-2023,04-10-2023,Guy Phonely,First Class,Consumer,United States,Philadelphia,Pennsylvania,19143,East,Office Supplies,Labels,100.24,10,0.2,33.831
331,US-2023-102652,04-06-2023,04-12-2023,Andy Yotov,First Class,Consumer,United States,Philadelphia,Pennsylvania,19143,East,Office Supplies,Binders,37.764,6,0.7,-27.6936
332,US-2023-102652,04-06-2023,04-12-2023,Andy Yotov,Second Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Technology,Phones,82.8,2,0.4,-20.7
333,US-2023-118486,04-06-2023,04-08-2023,Shirley Daniels,Second Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Binders,20.724,2,0.7,-13.816
